LoyaltyNumber,CustomerID,MembershipLevel,JoinDate,CurrentPoints,LifetimePointsEarned,LifetimePointsRedeemed
104291,4291,Silver,2023-06-12,3649,75209,16463
104292,4292,Silver,2025-09-22,5517,76708,54289
104293,4293,Silver,2021-11-05,8986,6018,9198
104294,4294,Silver,2021-08-28,7081,242,11048
104295,4295,Gold,2025-05-06,4111,35524,9642
104296,4296,Silver,2024-07-10,725,30674,5899
104297,4297,Bronze,2023-01-24,8690,78804,49984
104298,4298,Bronze,2021-08-13,8529,36848,40011
104299,4299,Gold,2026-06-17,287,61526,12531
104300,4300,Gold,2022-12-12,2516,5456,14900
104301,4301,Bronze,2026-05-11,7209,60371,30878
104302,4302,Bronze,2023-08-25,7156,60429,23761
104303,4303,Silver,2026-06-08,1862,40570,4370
104304,4304,Silver,2025-08-03,6969,35136,59575
104305,4305,Silver,2025-05-05,2604,26506,242
104306,4306,Silver,2021-12-26,2115,79578,20971
104307,4307,Gold,2022-07-24,8519,52061,45634
104308,4308,Silver,2023-12-20,4529,13996,37391
104309,4309,Silver,2024-09-07,4009,28907,11030
104310,4310,Platinum,2022-12-05,7034,4180,48288
104311,4311,Silver,2022-10-30,8988,49480,46952
104312,4312,Silver,2025-04-06,4586,21824,30097
104313,4313,Silver,2023-11-23,7873,38443,33839
104314,4314,Bronze,2022-03-28,7265,25327,45861
104315,4315,Bronze,2022-10-21,6600,23928,55274
104316,4316,Silver,2026-05-12,1416,48797,6047
104317,4317,Platinum,2025-08-20,8677,11939,30719
104318,4318,Silver,2022-08-13,2450,38753,51048
104319,4319,Bronze,2025-03-28,6250,47523,53851
104320,4320,Bronze,2026-01-12,5118,54405,40819
104321,4321,Silver,2023-09-05,383,55203,10011
104322,4322,Bronze,2026-01-16,7539,19028,14422
104323,4323,Silver,2026-07-31,1950,59123,40938
104324,4324,Silver,2022-01-03,9490,3635,9928
104325,4325,Gold,2021-11-14,3735,61903,44519
104326,4326,Gold,2025-08-03,927,4807,46427
104327,4327,Gold,2023-10-19,7019,41565,53996
104328,4328,Bronze,2023-10-15,8882,58823,3645
104329,4329,Silver,2022-08-21,9047,36874,53078
104330,4330,Silver,2025-09-22,7317,76242,21165
104331,4331,Gold,2024-02-10,1156,58449,27572
104332,4332,Silver,2021-11-26,5142,26645,38885
104333,4333,Silver,2024-06-13,8923,70982,40915
104334,4334,Silver,2022-07-12,7412,27642,30328
104335,4335,Silver,2023-02-11,5779,76539,4246
104336,4336,Bronze,2026-04-21,9871,7712,36557
104337,4337,Silver,2026-01-25,6055,66937,39880
104338,4338,Gold,2024-06-27,6399,22073,26541
104339,4339,Gold,2022-04-09,3442,66360,17273
104340,4340,Silver,2022-02-09,7262,53973,13458
104341,4341,Silver,2024-09-05,2548,2314,44908
104342,4342,Silver,2025-04-20,1298,19883,15584
104343,4343,Silver,2024-02-07,1782,23746,7504
104344,4344,Platinum,2026-04-25,9873,3751,41421
104345,4345,Gold,2024-02-08,1445,71820,57572
104346,4346,Gold,2025-09-06,1634,20375,37163
104347,4347,Silver,2024-01-29,8847,68649,42177
104348,4348,Bronze,2023-12-18,1610,67044,50267
104349,4349,Bronze,2021-08-27,435,64122,461
104350,4350,Platinum,2024-11-01,6357,78217,2401
104351,4351,Gold,2026-01-14,771,59696,38413
104352,4352,Bronze,2022-08-12,7881,19332,38632
104353,4353,Silver,2023-06-15,6350,72619,39760
104354,4354,Gold,2022-11-24,3668,36131,59329
104355,4355,Gold,2021-08-27,7154,39918,39811
104356,4356,Platinum,2022-06-26,757,31899,46782
104357,4357,Bronze,2023-08-19,6893,64434,21489
104358,4358,Silver,2024-03-11,6779,68069,51310
104359,4359,Gold,2025-03-23,3691,25135,22172
104360,4360,Bronze,2025-04-08,7308,1839,52452
104361,4361,Silver,2022-02-14,3868,13411,50196
104362,4362,Bronze,2022-12-28,3572,13226,21161
104363,4363,Bronze,2025-02-07,699,41819,28834
104364,4364,Silver,2023-04-16,536,46955,8321
104365,4365,Silver,2024-05-16,8598,62810,40492
104366,4366,Silver,2021-09-06,3647,67808,17946
104367,4367,Gold,2025-07-11,4590,34625,2930
104368,4368,Bronze,2026-07-27,8341,70537,13712
104369,4369,Bronze,2023-12-16,1250,40911,4187
104370,4370,Bronze,2025-07-23,7919,6837,42690
104371,4371,Platinum,2023-10-02,1677,20073,14864
104372,4372,Platinum,2024-05-23,5287,6551,13005
104373,4373,Silver,2025-08-27,7273,15020,21253
104374,4374,Silver,2025-03-07,6447,70068,39435
104375,4375,Bronze,2023-11-30,613,76486,41868
104376,4376,Silver,2022-07-01,7378,58611,35240
104377,4377,Bronze,2023-02-25,2328,30524,41865
104378,4378,Platinum,2025-11-07,4374,46913,27941
104379,4379,Silver,2025-04-21,4315,54103,31000
104380,4380,Silver,2023-10-23,4807,3342,59964
104381,4381,Gold,2024-01-22,3799,55577,47554
104382,4382,Gold,2023-04-08,4885,2937,4351
104383,4383,Silver,2023-07-05,2207,41951,31441
104384,4384,Bronze,2025-06-06,8169,66426,43378
104385,4385,Bronze,2025-09-19,1950,46639,38161
104386,4386,Platinum,2022-07-02,5997,59476,46295
104387,4387,Platinum,2026-05-28,9853,19407,43420
104388,4388,Silver,2024-11-05,1711,66821,25788
104389,4389,Platinum,2025-03-10,3414,5047,8959
104390,4390,Silver,2025-01-19,1453,43540,36648
104391,4391,Bronze,2024-12-21,4985,21553,53847
104392,4392,Bronze,2022-08-22,2868,39432,5929
104393,4393,Bronze,2023-02-09,6108,9140,36044
104394,4394,Bronze,2026-01-20,4166,70556,16216
104395,4395,Silver,2025-04-17,6374,3241,30576
104396,4396,Platinum,2025-06-25,4913,38325,52082
104397,4397,Bronze,2022-03-23,7715,33471,25478
104398,4398,Bronze,2024-06-18,2004,45369,48693
104399,4399,Silver,2026-04-09,5844,71504,18575
104400,4400,Silver,2026-05-02,7979,35192,48544
104401,4401,Platinum,2023-01-07,9990,15160,27832
104402,4402,Bronze,2024-07-06,48,44228,860
104403,4403,Platinum,2023-03-12,2712,10182,33660
104404,4404,Silver,2023-11-12,6627,74095,36163
104405,4405,Bronze,2026-03-18,4696,13060,14937
104406,4406,Gold,2022-07-08,4912,35942,43754
104407,4407,Silver,2024-05-29,959,77537,16721
104408,4408,Gold,2023-07-13,3332,63912,53140
104409,4409,Silver,2023-04-22,423,16937,38763
104410,4410,Gold,2023-07-23,2054,70356,26546
104411,4411,Bronze,2024-05-03,3954,26482,50505
104412,4412,Platinum,2024-12-06,2483,55773,55885
104413,4413,Silver,2024-08-09,484,75484,47579
104414,4414,Silver,2025-07-19,6299,24632,7639
104415,4415,Silver,2025-07-28,3090,54575,24714
104416,4416,Silver,2025-06-21,2017,78714,48906
104417,4417,Bronze,2026-03-29,6807,54345,28541
104418,4418,Platinum,2025-10-11,24,18391,20542
104419,4419,Gold,2025-11-30,3940,36522,11396
104420,4420,Gold,2025-04-21,525,17719,51998
104421,4421,Gold,2025-02-20,2097,17616,44567
104422,4422,Silver,2024-12-24,3607,35314,40220
104423,4423,Silver,2022-01-12,649,9585,58959
104424,4424,Platinum,2024-06-15,7171,55592,36289
104425,4425,Bronze,2025-10-14,6897,64092,23467
104426,4426,Silver,2024-11-09,264,12392,31087
104427,4427,Gold,2026-01-18,1182,43012,9812
104428,4428,Silver,2023-04-16,4523,53001,7883
104429,4429,Bronze,2026-05-29,440,21622,13847
104430,4430,Bronze,2022-12-10,5741,8313,30010
104431,4431,Bronze,2024-03-12,6479,47350,28461
104432,4432,Gold,2022-11-06,2295,49500,53317
104433,4433,Bronze,2024-03-18,9004,50396,16143
104434,4434,Silver,2026-02-22,2101,49856,14298
104435,4435,Bronze,2025-09-27,9577,46853,48173
104436,4436,Platinum,2021-10-21,6248,43990,23331
104437,4437,Silver,2022-06-27,2587,24047,31848
104438,4438,Silver,2023-09-19,6154,34533,53208
104439,4439,Bronze,2022-10-05,9959,5995,1725
104440,4440,Bronze,2022-08-31,8971,42485,162
104441,4441,Platinum,2023-02-02,5480,45093,4164
104442,4442,Gold,2025-06-26,3412,35631,51084
104443,4443,Bronze,2025-10-25,4191,72101,26170
104444,4444,Silver,2025-09-27,2958,70019,59677
104445,4445,Silver,2026-05-08,9382,204,19706
104446,4446,Silver,2022-10-21,3951,30695,4332
104447,4447,Bronze,2025-12-04,5917,36274,24770
104448,4448,Gold,2024-10-24,1371,49093,44999
104449,4449,Silver,2026-01-25,9506,26048,9752
104450,4450,Bronze,2026-02-24,1875,34272,45657
104451,4451,Gold,2024-06-21,7503,69041,33885
104452,4452,Silver,2024-08-29,5190,28104,4163
104453,4453,Bronze,2024-03-13,132,38047,915
104454,4454,Silver,2025-09-30,4676,32063,28889
104455,4455,Silver,2025-02-07,7134,55795,6210
104456,4456,Silver,2024-01-30,848,69350,52716
104457,4457,Bronze,2024-04-02,845,7934,6547
104458,4458,Gold,2024-07-21,8780,63070,15938
104459,4459,Bronze,2021-12-15,3377,76422,5525
104460,4460,Bronze,2025-03-27,1063,32890,14997
104461,4461,Silver,2022-12-13,8763,54174,11195
104462,4462,Silver,2024-02-18,242,63785,52326
104463,4463,Silver,2025-08-05,8991,59882,6377
104464,4464,Bronze,2023-04-12,6641,68847,20976
104465,4465,Silver,2025-10-15,2111,43441,49871
104466,4466,Silver,2024-05-05,866,53386,42094
104467,4467,Silver,2021-11-28,37,18815,56605
104468,4468,Silver,2024-04-29,9473,26042,16016
104469,4469,Platinum,2025-09-06,1181,48896,17254
104470,4470,Bronze,2025-07-25,3214,1703,26492
104471,4471,Bronze,2022-10-29,3025,25690,3554
104472,4472,Bronze,2023-03-28,8228,56688,57296
104473,4473,Bronze,2025-09-19,5490,2572,44255
104474,4474,Bronze,2026-02-19,2262,22146,18894
104475,4475,Gold,2022-11-16,1570,38015,51659
104476,4476,Bronze,2024-11-10,6614,53689,31483
104477,4477,Bronze,2022-08-14,5161,9981,16783
104478,4478,Bronze,2022-07-09,9647,74337,9284
104479,4479,Bronze,2024-12-16,6583,55728,58512
104480,4480,Bronze,2025-08-04,8508,18535,8436
104481,4481,Bronze,2026-01-17,2238,36521,2448
104482,4482,Bronze,2022-08-18,5234,30522,56954
104483,4483,Platinum,2023-09-17,2137,24242,43570
104484,4484,Bronze,2022-09-10,6102,49616,9164
104485,4485,Silver,2024-12-04,1566,6176,55727
104486,4486,Bronze,2025-11-19,3403,33657,35008
104487,4487,Bronze,2024-02-11,3663,75581,6621
104488,4488,Bronze,2023-12-08,2855,47760,11897
104489,4489,Silver,2022-02-05,1912,28238,10375
104490,4490,Bronze,2021-11-15,9792,33413,21989
104491,4491,Gold,2023-07-08,6745,37233,21840
104492,4492,Bronze,2024-01-13,4985,24436,32807
104493,4493,Bronze,2023-05-17,4881,79976,29013
104494,4494,Silver,2026-05-08,81,22809,17282
104495,4495,Silver,2026-04-20,7045,56382,12669
104496,4496,Bronze,2022-10-20,893,76559,23370
104497,4497,Bronze,2023-11-23,7435,62169,40966
104498,4498,Platinum,2023-12-11,3973,36371,43376
104499,4499,Silver,2021-09-19,5906,23345,40752
104500,4500,Silver,2024-04-14,3801,46789,26526
104501,4501,Gold,2021-12-18,1509,43957,45112
104502,4502,Bronze,2024-01-08,6285,53090,24309
104503,4503,Gold,2025-06-03,9219,8794,17531
104504,4504,Silver,2022-08-25,6391,20770,24230
104505,4505,Gold,2021-10-20,8370,8040,40605
104506,4506,Platinum,2025-04-22,6823,39440,6896
104507,4507,Bronze,2026-05-17,6053,28827,16332
104508,4508,Silver,2025-04-28,9529,48710,10436
104509,4509,Bronze,2026-06-27,7234,35593,50114
104510,4510,Bronze,2024-05-11,5206,30682,22155
104511,4511,Bronze,2025-03-01,9511,53540,8341
104512,4512,Gold,2022-06-20,9446,72378,58210
104513,4513,Bronze,2025-04-02,4093,20297,18981
104514,4514,Bronze,2024-06-07,6361,64830,38822
104515,4515,Bronze,2025-04-16,1691,44501,31117
104516,4516,Bronze,2025-10-17,7498,54933,12878
104517,4517,Gold,2022-08-01,8962,29539,21232
104518,4518,Bronze,2024-06-03,4695,53947,35948
104519,4519,Bronze,2024-08-02,7031,32389,43827
104520,4520,Silver,2022-11-22,6765,13373,25775
104521,4521,Gold,2023-10-03,2410,38901,37061
104522,4522,Silver,2026-01-27,3872,79846,49286
104523,4523,Gold,2024-01-15,8951,10214,27215
104524,4524,Bronze,2026-06-01,3679,65648,5459
104525,4525,Bronze,2022-07-12,8442,25886,45523
104526,4526,Silver,2024-11-02,478,32192,1515
104527,4527,Silver,2023-02-05,3411,62226,8572
104528,4528,Bronze,2024-01-09,7725,21864,50791
104529,4529,Gold,2023-06-14,66,12606,17948
104530,4530,Silver,2024-12-20,6940,63273,36299
104531,4531,Platinum,2022-04-23,312,72967,58735
104532,4532,Bronze,2022-06-02,4507,75314,13631
104533,4533,Bronze,2025-06-02,2006,37517,26098
104534,4534,Gold,2023-11-02,9701,39139,51314
104535,4535,Gold,2025-09-11,6502,24209,21188
104536,4536,Silver,2021-10-31,2361,75879,54483
104537,4537,Silver,2024-05-15,6366,38967,22575
104538,4538,Gold,2022-11-29,3360,25168,39180
104539,4539,Bronze,2022-04-18,2272,76787,56398
104540,4540,Gold,2021-08-09,4924,1587,14105
104541,4541,Bronze,2026-07-15,9382,34475,33136
104542,4542,Gold,2024-08-10,1309,14496,11896
104543,4543,Silver,2025-12-21,6279,38390,37169
104544,4544,Silver,2023-09-20,6717,59278,44055
104545,4545,Bronze,2024-02-03,9022,29485,14316
104546,4546,Bronze,2025-04-28,9831,14640,2153
104547,4547,Bronze,2022-10-16,6383,14181,11128
104548,4548,Bronze,2024-09-19,9358,3709,7444
104549,4549,Silver,2026-03-21,4045,74507,39428
104550,4550,Bronze,2022-04-18,9586,4541,49900
104551,4551,Gold,2025-10-25,3189,29777,15179
104552,4552,Bronze,2025-04-14,4454,28338,31210
104553,4553,Platinum,2025-08-21,6869,63280,43043
104554,4554,Gold,2026-05-19,4483,70024,52072
104555,4555,Bronze,2021-11-02,746,73939,35749
104556,4556,Gold,2022-08-09,4346,11714,47734
104557,4557,Bronze,2025-04-18,1165,57006,32350
104558,4558,Silver,2025-07-25,617,9787,16452
104559,4559,Platinum,2023-11-29,1493,13696,26244
104560,4560,Bronze,2021-08-31,4635,75904,42890
104561,4561,Gold,2025-10-14,1360,3365,3116
104562,4562,Gold,2021-11-12,2646,5166,9864
104563,4563,Silver,2025-04-06,6835,54756,7803
104564,4564,Silver,2023-04-23,8917,4422,49020
104565,4565,Platinum,2022-12-08,9866,5284,16151
104566,4566,Bronze,2025-12-08,1998,26389,16896
104567,4567,Silver,2025-01-17,5392,39731,36275
104568,4568,Bronze,2026-04-29,2554,7953,13731
104569,4569,Bronze,2023-03-02,1223,55866,4022
104570,4570,Silver,2022-08-05,9264,12704,31828
104571,4571,Gold,2022-02-26,9694,13166,13461
104572,4572,Platinum,2026-06-05,6261,7801,5232
104573,4573,Bronze,2025-05-19,7873,13060,56047
104574,4574,Gold,2021-09-25,1415,65047,7602
104575,4575,Bronze,2024-01-26,2215,12913,38205
104576,4576,Silver,2024-04-23,265,17841,19887
104577,4577,Platinum,2023-09-29,70,21277,34128
104578,4578,Silver,2025-05-14,1446,38022,6030
104579,4579,Bronze,2026-02-01,8742,60311,55776
104580,4580,Silver,2021-09-15,5195,18019,59548
104581,4581,Silver,2021-12-22,1230,79735,13967
104582,4582,Platinum,2021-09-10,7805,66956,24150
104583,4583,Silver,2023-08-30,4826,56290,12289
104584,4584,Silver,2023-08-18,3913,72728,51682
104585,4585,Platinum,2025-02-05,614,65546,19769
104586,4586,Silver,2023-11-10,1821,49769,8002
104587,4587,Gold,2026-06-11,4690,22293,16351
104588,4588,Silver,2022-10-24,1949,45759,18609
104589,4589,Gold,2025-11-26,1247,31225,5400
104590,4590,Platinum,2024-09-20,3568,43549,3368
104591,4591,Silver,2024-09-19,7099,24419,25463
104592,4592,Bronze,2021-11-02,8976,33296,53356
104593,4593,Bronze,2025-01-12,2739,42459,11501
104594,4594,Gold,2021-12-20,8140,40979,58551
104595,4595,Bronze,2024-01-25,2276,47716,18546
104596,4596,Silver,2026-02-20,1065,61250,38256
104597,4597,Silver,2023-12-01,4520,68335,34453
104598,4598,Platinum,2022-04-27,5880,55926,25587
104599,4599,Silver,2026-06-13,8301,74838,39182
104600,4600,Bronze,2025-10-18,956,4114,24198
104601,4601,Bronze,2021-10-30,5582,56813,29584
104602,4602,Bronze,2026-01-31,6584,27390,23961
104603,4603,Bronze,2023-12-12,8271,38929,58098
104604,4604,Bronze,2023-06-01,3018,58853,41821
104605,4605,Gold,2021-12-27,7465,20555,25540
104606,4606,Silver,2026-03-20,5924,53196,24048
104607,4607,Bronze,2021-12-28,6271,1147,31222
104608,4608,Bronze,2023-05-08,701,10979,19271
104609,4609,Gold,2024-09-07,4496,14679,54973
104610,4610,Bronze,2022-03-12,6194,66847,42485
104611,4611,Platinum,2023-01-31,6897,23697,17083
104612,4612,Bronze,2022-05-09,8387,58437,50988
104613,4613,Gold,2022-03-12,84,549,41823
104614,4614,Platinum,2025-09-08,6747,53731,35487
104615,4615,Silver,2024-12-06,4455,13245,31841
104616,4616,Bronze,2022-04-25,2305,1110,30914
104617,4617,Silver,2022-07-31,3148,65832,47193
104618,4618,Bronze,2023-12-31,5753,21246,9175
104619,4619,Bronze,2022-05-18,9047,19509,11860
104620,4620,Bronze,2023-01-17,2539,37312,863
104621,4621,Silver,2022-08-26,7717,42926,56775
104622,4622,Bronze,2024-02-08,3155,47012,39714
104623,4623,Silver,2025-05-26,4868,4287,84
104624,4624,Bronze,2022-05-18,639,72745,17562
104625,4625,Silver,2022-07-04,1897,30007,24446
104626,4626,Gold,2026-04-09,1667,15233,16139
104627,4627,Bronze,2026-03-06,486,41311,12729
104628,4628,Bronze,2024-03-08,7258,19186,10795
104629,4629,Gold,2023-10-08,8693,77701,8601
104630,4630,Platinum,2025-04-15,125,57336,18957
104631,4631,Bronze,2024-11-12,5888,64243,36472
104632,4632,Platinum,2022-11-20,9810,60964,34353
104633,4633,Bronze,2022-03-15,2091,70937,1126
104634,4634,Gold,2025-05-10,388,39434,6706
104635,4635,Silver,2023-10-28,5397,31896,19744
104636,4636,Bronze,2024-06-25,5454,16647,51553
104637,4637,Gold,2025-06-14,1566,34524,18868
104638,4638,Silver,2024-08-20,6717,59624,18863
104639,4639,Gold,2026-03-29,2111,72268,2386
104640,4640,Bronze,2024-03-28,8354,72905,39992
104641,4641,Bronze,2023-03-16,6316,29199,49545
104642,4642,Bronze,2022-03-04,9162,3368,44150
104643,4643,Platinum,2023-12-04,7612,73278,38350
104644,4644,Gold,2024-10-01,2390,12859,14543
104645,4645,Gold,2022-05-06,7284,32944,59235
104646,4646,Bronze,2022-05-11,6594,78253,37729
104647,4647,Bronze,2024-12-21,5438,72523,21178
104648,4648,Platinum,2025-02-06,8077,48869,38820
104649,4649,Silver,2022-06-19,341,71499,49778
104650,4650,Bronze,2022-07-05,9435,186,54664
104651,4651,Silver,2022-07-20,7043,74344,41787
104652,4652,Bronze,2022-11-26,4883,47192,58580
104653,4653,Bronze,2026-01-03,9957,71301,28124
104654,4654,Bronze,2022-03-15,1092,6453,25461
104655,4655,Bronze,2022-06-16,7531,31634,15304
104656,4656,Silver,2025-07-23,4478,48761,29101
104657,4657,Gold,2022-06-29,1359,52407,20863
104658,4658,Bronze,2022-04-21,6789,12320,14592
104659,4659,Silver,2021-09-27,9177,9158,19584
104660,4660,Silver,2026-01-21,9041,7779,9175
104661,4661,Bronze,2021-10-15,335,67212,18373
104662,4662,Bronze,2023-07-10,6528,21167,41952
104663,4663,Silver,2022-07-07,6517,38865,17652
104664,4664,Bronze,2024-10-03,8173,23738,21175
104665,4665,Gold,2024-03-07,149,69765,18480
104666,4666,Silver,2025-06-09,3938,18559,59044
104667,4667,Bronze,2025-05-11,3483,39615,33573
104668,4668,Bronze,2022-07-29,522,36001,5243
104669,4669,Silver,2026-03-11,2064,40445,7248
104670,4670,Gold,2025-06-20,5603,32422,57219
104671,4671,Bronze,2023-09-24,1769,43042,35034
104672,4672,Bronze,2022-04-17,7512,37034,55433
104673,4673,Platinum,2022-01-26,471,50454,11410
104674,4674,Gold,2026-07-14,9225,49753,979
104675,4675,Bronze,2022-12-03,2695,48455,29633
104676,4676,Bronze,2023-05-25,3488,29148,43067
104677,4677,Bronze,2024-06-30,5536,78714,19078
104678,4678,Bronze,2022-12-14,3641,10922,21112
104679,4679,Silver,2025-10-28,2282,68960,25354
104680,4680,Bronze,2024-01-09,4579,2754,59745
104681,4681,Gold,2022-11-15,9913,57127,25710
104682,4682,Bronze,2023-10-07,9831,11981,29007
104683,4683,Bronze,2026-05-16,7952,38830,10287
104684,4684,Silver,2024-09-18,2146,3565,19794
104685,4685,Bronze,2024-09-12,7602,71085,50403
104686,4686,Bronze,2025-05-25,1953,47178,44859
104687,4687,Bronze,2023-09-12,2885,53330,25064
104688,4688,Silver,2024-07-26,7779,749,25966
104689,4689,Bronze,2024-11-06,2067,46624,49251
104690,4690,Bronze,2022-02-18,3529,15974,54984
104691,4691,Bronze,2022-10-19,2570,65650,2959
104692,4692,Bronze,2023-12-06,5870,1094,12120
104693,4693,Bronze,2021-08-18,6848,12580,44002
104694,4694,Silver,2022-10-15,1740,75657,15686
104695,4695,Silver,2025-10-23,3467,49077,40566
104696,4696,Bronze,2026-04-25,9899,63960,5554
104697,4697,Silver,2025-06-02,33,7719,42344
104698,4698,Bronze,2023-07-30,9531,44873,28199
104699,4699,Bronze,2026-06-25,2395,24244,55160
104700,4700,Bronze,2022-02-28,4600,64617,4193
104701,4701,Silver,2025-01-04,6036,46486,39302
104702,4702,Bronze,2026-02-19,7364,76038,40740
104703,4703,Gold,2025-09-30,2336,29840,30
104704,4704,Bronze,2026-05-14,5638,28568,8959
104705,4705,Gold,2025-05-11,1357,50571,42656
104706,4706,Silver,2021-11-04,7626,70154,50356
104707,4707,Bronze,2026-05-11,5431,49493,18980
104708,4708,Silver,2022-05-29,4717,32220,29093
104709,4709,Bronze,2026-05-05,1937,38859,49606
104710,4710,Bronze,2025-11-09,1710,10622,43914
104711,4711,Silver,2021-09-01,8174,56186,27572
104712,4712,Gold,2025-12-01,5570,7756,22583
104713,4713,Bronze,2022-03-08,7715,54899,4384
104714,4714,Bronze,2023-05-26,9428,21087,36292
104715,4715,Bronze,2024-09-10,5261,62593,35877
104716,4716,Bronze,2023-04-20,1215,7947,10215
104717,4717,Bronze,2023-02-23,1134,15026,25610
104718,4718,Silver,2022-11-17,8963,58007,1575
104719,4719,Bronze,2025-04-05,7828,56143,13401
104720,4720,Bronze,2025-02-14,2219,19913,13003
104721,4721,Silver,2025-03-05,2016,70767,23313
104722,4722,Silver,2023-10-13,1173,18195,24808
104723,4723,Gold,2022-08-11,8467,37387,42409
104724,4724,Silver,2024-05-31,6784,29023,59743
104725,4725,Silver,2022-04-01,1361,37595,55430
104726,4726,Bronze,2023-01-09,5104,25339,1413
104727,4727,Bronze,2025-05-05,4011,59548,54406
104728,4728,Bronze,2023-07-16,4024,74784,49305
104729,4729,Silver,2024-07-31,2433,31988,46074
104730,4730,Silver,2023-02-18,3394,18869,17016
104731,4731,Silver,2024-07-06,9821,65924,55801
104732,4732,Bronze,2025-11-09,3419,16721,31375
104733,4733,Gold,2025-07-13,8771,33897,6768
